entity_id,date,volume,own_price,comp_price_1,comp_price_2
1000,2023-01-01,1856.0333452667583,1.5983784025685646,1.5594411731831543,1.6055536641121373
1000,2023-01-02,1893.09178828219,1.581369973409479,1.5753712327038565,1.571790784437436
1000,2023-01-03,1873.391040343178,1.6091264783435884,1.5144211063437538,1.630812364020438
1000,2023-01-04,1951.8425861005096,1.5787307006904137,1.5799561947992748,1.563101303239795
1000,2023-01-05,1866.813143157952,1.6439873373453178,1.5739133278968345,1.6167063954010663
1000,2023-01-06,1936.060651496347,1.5807924997224436,1.5964641516812423,1.5721801502408637
1000,2023-01-07,1870.9773301819687,1.5723665328310499,1.6015285967624273,1.5673751871135764
1000,2023-01-08,1867.9472155092901,1.5882085676479227,1.5767881126092873,1.5925764622317569
1000,2023-01-09,1841.0482467848994,1.6483638375556107,1.5548440033068827,1.6364772672988688
1000,2023-01-10,2079.1147472067273,1.5726158698672597,1.5993567262061779,1.6280680182825062
1000,2023-01-11,2084.0083533614684,1.565864014777335,1.6160085892295724,1.5712719102580435
1000,2023-01-12,1941.4701337341899,1.6044400326188226,1.5588810075841149,1.5981747320296829
1000,2023-01-13,1962.2620146097772,1.5886542589224704,1.6196275466278247,1.6229974886143514
1000,2023-01-14,1841.0964016184382,1.5892429342991488,1.5475529780381374,1.6367834557559546
1000,2023-01-15,1831.936012053774,1.6094934851091705,1.628189067065583,1.5568692591463347
1000,2023-01-16,1870.691566783797,1.6122568473996777,1.5616626804290974,1.5897654269234345
1000,2023-01-17,1886.8403351480692,1.6602435017970953,1.6376606043110662,1.6063248268042947
1000,2023-01-18,2123.894733063287,1.564422567552734,1.5808384250241059,1.5903630132255722
1000,2023-01-19,2002.8419719109634,1.5821092476510918,1.619903551443337,1.593557589967048
1000,2023-01-20,1904.2690115753032,1.5885543482903293,1.5691198268636244,1.622546028075411
1000,2023-01-21,1918.2073690165325,1.5979399141256876,1.607841026670306,1.639125042841843
1000,2023-01-22,1960.038686132094,1.5866118057956704,1.6339534407310552,1.5998197084827552
1000,2023-01-23,1837.7104118266454,1.6182722491273531,1.5850986712437853,1.5780845477592516
1000,2023-01-24,1941.1897717782413,1.584887247692956,1.5131422952976579,1.6066182944801126
1000,2023-01-25,1972.5685377289099,1.597096353326457,1.6063856665205671,1.5861551403905192
1000,2023-01-26,1970.3644088157148,1.592426560634329,1.564505872470544,1.6489559262709337
1000,2023-01-27,1790.1452840705545,1.5948445303755552,1.560621621691492,1.5530941295484342
1000,2023-01-28,1791.0770278477792,1.6023526587132324,1.5730221076514677,1.592955068901818
1000,2023-01-29,1805.7992565222319,1.5995939960082948,1.57555630049616,1.5759376479109666
1000,2023-01-30,1974.3966592056024,1.577290854605423,1.615816481885754,1.5468058736247876
1000,2023-01-31,2025.2056294437211,1.6209016828421257,1.568742741424071,1.648158205481869
1000,2023-02-01,2058.2959478460584,1.5829289270804954,1.5663783521686687,1.5958733746679448
1000,2023-02-02,2084.7516584739283,1.5929804636393647,1.6439957253349158,1.627741153349977
1000,2023-02-03,1807.2481451656583,1.6035242973722033,1.612270178703435,1.5438826352575497
1000,2023-02-04,1853.5957798201457,1.5850322887450297,1.611414023203414,1.5863600816500394
1000,2023-02-05,1843.4277153534106,1.613674788942935,1.582095225951516,1.6150424486659205
1000,2023-02-06,2134.7028237675063,1.586307757567984,1.633714172457075,1.6943640853753352
1000,2023-02-07,1927.146170046934,1.6187855130098516,1.549596333294048,1.6404266669691074
1000,2023-02-08,2139.367287562609,1.5973233421145394,1.6113268020898963,1.6414804086037664
